buoy,day,latitude,longitude,zon.winds,mer.winds,humidity,air.temp,s.s.temp
44,9,-5,-154.99,-3.2,-0.5,77.5,28.4019480417436,29.53
44,10,-5,-154.99,-3.5,-1.1,80.1,28.3216339762108,29.57
44,11,-5.01,-154.99,-5.7,0.9,86,27.8917788901157,29.5
44,12,-4.99,-154.99,-4.5,-2.7,86,27.7713821839734,29.38
44,13,-5,-154.99,-5.8,-0.9,77.1,28.841694277508,29.39
44,14,-5,-154.99,-4.2,1.7,82.2,28.8016135001287,29.47
45,1,-8.28,-154.97,2,-0.1,81.8,27.8918631251685,29.26
45,2,-8.27,-154.97,-1.1,-1.2,82.1,28.2414351374621,29.1
45,3,-8.28,-154.97,-2.8,-1.3,80.3,28.9915074524162,29.36
45,4,-8.28,-154.97,-4.7,-0.5,81.4,29.071758155097,29.45
45,5,-8.28,-154.97,-5.4,-0.8,82.1,29.0316452281924,29.44
45,6,-8.28,-154.97,-5.5,0,81.4,29.2316977416,29.43
45,7,-8.28,-154.97,-6.2,-2.2,81.8,29.3115262239226,29.41
45,8,-8.28,-154.97,-6.2,-0.9,81.4,29.1516143838309,29.4
45,9,-8.28,-154.96,-2.9,-1.9,82.1,28.4417618787952,29.39
45,10,-8.28,-154.97,-4.2,-2.1,76.7,29.0314985693749,29.46
45,11,-8.28,-154.97,-6.2,0.8,75.6,29.1110381580626,29.47
45,12,-8.28,-154.96,-5.7,-1.6,77.8,29.0318952646828,29.48
45,13,-8.27,-154.97,-5.4,-1.2,82.8,28.4812997517169,29.5
45,14,-8.28,-154.97,-6.9,0.9,81.8,28.561509915113,29.4
46,1,2.41,137.41,-3,0.4,84,28.8610660062146,29.85
46,2,2.42,137.41,-4.5,0,82,28.8616350336818,29.48
46,3,2.41,137.41,-3.9,1,82.8,29.1816820473883,29.54
46,4,2.41,137.41,-3.8,-0.6,82.4,29.1817529943651,29.65
46,5,2.42,137.41,-2.2,-1.4,78.8,29.2519880405872,29.98
46,6,2.41,137.41,-1.4,-1.9,78.8,29.1411288097887,30.03
46,7,2.41,137.41,-3.2,-1.3,78.1,29.4118608648127,30.15
46,8,2.42,137.42,-4.4,-1.6,79.6,29.5314086608158,30.03
46,9,2.42,137.41,-3.6,-1.3,82.8,28.7412266297189,29.99
46,10,2.42,137.41,-1.5,1.2,79.6,28.7016114839385,29.96
46,12,2.42,137.41,-2.8,-2.2,86,27.7815003731132,30
46,13,2.42,137.41,-4.3,0.6,80.4,28.9019044896099,29.69
46,14,2.42,137.41,0,0.4,83.6,28.4212118560921,29.88
47,1,4.97,147,-5.1,-0.4,80.1,29.0419417828214,29.34
47,2,4.97,147,-4.2,-2.9,83.4,28.8012220902459,29.35
47,3,4.97,146.99,-6.1,-3.2,80.9,29.1217867642466,29.29
47,4,4.97,147,-4.2,-2.3,82.6,28.8018051108217,29.38
47,5,4.97,147,-4.7,-0.5,85.1,27.9910701745206,29.35
47,6,4.97,147,-3.1,-0.8,81.3,28.0318044448767,29.19
47,7,4.97,147,-4,-2.2,83,28.5210004460241,29.38
47,8,4.97,147,-4.8,-1.9,80.5,28.6414469272066,29.23
47,9,4.97,147,-3.9,-0.7,79.7,28.6414540273673,29.33
47,10,4.97,147.01,-4.9,-1.5,81.3,28.3911831780563,29.43
47,11,4.97,147,-5.1,-4.1,84.3,28.7216865924816,29.3
47,12,4.97,147,-5.5,-3.6,82.6,29.1211828685247,29.35
47,13,4.97,147.01,-5.2,-1.6,83.9,28.6410211249639,29.44
48,1,-0.01,146.99,-2.3,-0.3,80.5,29.1610347138499,29.75
48,2,0.01,146.99,-3,-2.6,82.8,29.0511228378085,29.55
48,3,0,146.99,-6,-0.4,87.5,28.4815367331428,29.52
48,4,0,146.99,-3.2,-1.8,86.7,28.4410611214535,29.34
48,5,0,146.99,-0.6,3.3,88.2,27.0018212326972,29.31
48,6,0,147,0.5,-0.3,83.6,28.5212299960756,29.5
48,7,0,147,0.1,-1.9,81.7,29.051300282659,29.85
48,8,0,146.99,-0.3,-0.5,81.7,28.9011849227205,30.03
48,9,0,147,-2.7,0,80.1,29.3210930767295,30.34
48,10,0,147,-2.5,-1.3,81.3,29.2019725572986,30.12
48,11,0,147,-3,-3.8,84,29.051673656201,29.92
48,12,0,147,-4.6,-0.5,86.7,28.4812931031305,29.57
48,13,0,147.01,-3,1.2,88.6,27.951746081396,29.46
49,1,8.08,156.01,-6.6,-3,84.5,28.5316341934528,28.98
49,2,8.08,156.02,-5.5,-4.1,83.7,28.4116343860535,28.98
49,3,8.09,156.02,-6.8,-3.4,81.8,28.4114637272025,28.92
49,4,8.08,156.02,-5.1,-2.6,88,27.8113822620055,28.91
49,5,8.08,156.02,-6.8,-3.2,87.3,27.8111625221092,28.85
49,6,8.08,156.02,-5.1,-4.2,83.7,28.3318513459435,28.8
49,7,8.08,156.02,-5.2,-3.4,82.6,28.0915010660833,28.81
49,8,8.07,156.01,-5.2,-2,85.3,27.8918911854748,28.87
49,9,8.09,156.02,-5.2,-2,85.7,28.4110181118492,29
49,10,8.09,156.02,-4.8,-2.8,87.3,28.4111204979615,29.07
49,11,8.07,156.02,-5.3,-3.8,86.9,28.4115294378609,29.03
49,12,8.09,156.02,-7.5,-2.5,84.9,28.5719938547553,28.95
49,13,8.09,156.01,-5.9,-2.5,87.3,28.2913060345545,28.94
49,14,8.08,156.02,-5.5,-0.7,94.3,27.2910957355076,28.89
50,1,4.98,156.06,-6.3,-3.5,83.7,28.8916350924706,29.04
50,2,4.98,156.07,-5.4,-3.4,79.6,28.9716851742647,28.9
50,3,4.98,156.07,-6.2,-2.7,82.5,28.7818031059431,28.98
50,4,4.99,156.06,-4.2,-1.3,85.7,28.0716100656013,29.05
50,5,4.99,156.06,-4.2,-3.3,86.1,27.991968984778,29.15
50,6,4.99,156.06,-4,-4.4,81.2,28.9718140277346,29.08
50,7,4.99,156.06,-4.1,-3.5,78.4,28.8511798398602,29.04
50,8,4.98,156.06,-4.7,-0.4,78.4,28.8515747281697,29.19
50,9,4.99,156.06,-4.6,-2.5,78.8,29.0112197879141,29.13
50,10,4.99,156.07,-5.1,-1.8,81.2,28.8919931760379,29.23
50,11,4.99,156.07,-5.5,-4.2,80.8,29.1715339504972,29.14
50,12,4.99,156.07,-7.2,-1.7,81.2,29.0111410082248,29.1
50,13,4.99,156.07,-6.5,-1.8,82.5,28.9713131762871,29.08
50,14,4.99,156.08,-3.5,-0.6,85.7,28.2315353942898,29.03
51,1,2.08,156.21,-4.5,-3.2,83,28.5710831731129,29.33
51,2,2.08,156.21,-5.2,-3.5,81.8,28.7616616066876,29.04
51,3,2.08,156.2,-5.4,-2.2,84.6,27.93114952995,29.05
51,4,2.08,156.21,-4.3,0.3,83.8,28.0515734747816,28.87
51,5,2.08,156.21,-3,-2,83,28.3714354444118,29.06
51,6,2.09,156.21,-2.3,-3.1,82.2,28.4115466187596,29.13
51,7,2.09,156.22,-3.4,-3.8,80.2,28.6012160594715,28.98
51,8,2.08,156.2,-4.1,-1.2,80.6,28.4114724222813,29.05
51,9,2.08,156.21,-3.6,0,85.4,27.2610960049657,29.09
51,10,2.09,156.21,-3.5,-2.5,82.2,28.2514980946884,28.94
51,11,2.08,156.2,-5.4,-5.1,83,28.6414660386387,28.96
51,12,2.08,156.21,-6.3,-2.9,82.6,28.6417620389361,28.97
51,13,2.08,156.2,-7,-1.4,82.2,28.7217332933799,28.96
51,14,2.07,156.2,-4.7,-0.5,80.2,28.6416713629074,28.97
52,1,0.06,156.16,-3,-2.8,86.7,28.2615095906623,29.23
52,2,0.06,156.17,-4.4,-1.9,87.8,27.9415446802194,29.34
52,3,0.06,156.16,-3.5,-1.2,86.7,27.9817111098326,29.48
52,4,0.06,156.16,-3.5,-0.8,86.3,28.2213110972317,29.5
52,5,0.06,156.16,-3,-2.2,83.9,28.4214033908134,29.52
52,6,0.06,156.17,-0.6,-3.3,83.9,28.2618257633941,29.66
52,7,0.06,156.16,-2.4,-2.8,89.4,27.2710994927436,29.43
52,8,0.06,156.16,-2.8,1,88.6,27.3513703354122,29.38
52,9,0.06,156.16,0.2,-0.8,85.1,27.7819575823965,29.55
52,10,0.06,156.17,-3.1,-3.3,83.9,28.2619592484653,29.47
52,11,0.06,156.16,-5.3,-5,87.1,28.4515201710835,29.16
52,12,0.06,156.17,-6.1,-1.3,87.1,28.2612875480978,28.97
52,13,0.06,156.17,-6.7,-1.4,86.3,28.2612444667802,28.83
52,14,0.06,156.16,-3.9,-1.6,85.9,28.1811743564918,28.89
53,1,-1.98,155.94,-2.3,-2.6,78.3,28.6818129121324,29.75
53,2,-1.99,155.94,-3,-0.2,78.3,28.4018531205312,29.95
53,3,-1.99,155.94,-3.6,0.1,76.7,28.9611066654762,30.1
53,4,-1.99,155.93,-3.6,-0.1,76.3,29.0819489943625,30.15
53,5,-1.99,155.94,-2.2,-2,78.8,28.8416804359809,29.98
53,6,-1.99,155.94,-0.4,-2.7,77.1,28.7616785695911,30.05
53,7,-1.99,155.94,0.9,-1.7,82.9,27.6511417135226,29.94
53,8,-1.99,155.94,1.8,2.1,82.9,27.6513998431561,29.7
53,9,-1.99,155.94,-1.1,-1.2,81.3,28.1619547839274,29.67
53,10,-1.99,155.94,-1.3,-1.8,88.3,30.0412120529676,29.6
54,1,7.98,165.06,-5.8,-3.4,84.5,28.3512517777493,28.72
54,2,7.98,165.07,-5.8,-4.3,83.7,28.4410891440318,28.71
54,3,7.99,165.06,-7,-2.4,87.7,28.1812912352262,28.7
54,4,7.98,165.07,-7.2,-3.9,87.7,28.4213373684152,28.74
54,5,7.99,165.06,-5.8,-4.5,81.4,28.501044147131,28.7
54,6,7.99,165.06,-4.4,-4.2,79.8,28.3318611837185,28.76
54,7,7.98,165.07,-4.9,-2.5,84.5,28.3210804607992,28.75
54,8,7.99,165.07,-4.1,1.2,92.4,27.6714631440211,28.77
54,9,7.98,165.06,-1.5,0.1,92.4,26.9719308566665,28.77
54,10,7.98,165.07,-6.1,-4.1,85.3,28.4612668489197,28.77
54,11,7.98,165.06,-5.8,-3.8,81.4,28.4513048054667,28.77
54,12,7.98,165.06,-6.8,-2.4,88.9,28.1715528413148,28.77
54,13,7.98,165.08,-6.7,-4.2,90,28.2815121988361,28.77
54,14,7.98,165.06,-6.2,-4.9,88.9,28.4016800536299,28.77
55,1,5.03,165.02,-6.2,-3.5,84,28.5011388847365,28.68
55,2,5.02,165.03,-6.1,-3.9,84.4,28.4419333993089,28.65
55,3,5.02,165.03,-6.2,-0.2,89.3,27.6516438446888,28.63
55,4,5.02,165.02,-6.6,-1.8,88.5,28.1215592271648,28.77
55,5,5.02,165.02,-5.6,-4.4,86.5,28.1318737105099,28.62
55,6,5.02,165.02,-3.9,-5.3,81.2,28.3410440425328,28.66
55,7,5.03,165.02,-4,-2.9,84.4,28.2419636089155,28.68
55,8,5.03,165.03,-2,3.3,88.5,27.9814644702568,28.82
55,9,5.03,165.02,-3.2,-1,84.8,27.9710244060024,28.96
55,10,5.03,165.02,-7.2,-3.1,85.3,28.4316077595388,28.82
55,11,5.03,165.02,-5.9,-3.8,82.8,28.4410728369975,28.79
55,12,5.03,165.02,-6.8,-0.2,84.8,28.5516005627664,28.85
55,13,5.02,165.03,-6.6,-0.6,88.5,28.1813342348642,28.88
55,14,5.03,165.02,-6.4,-1.6,87.7,28.5318394674307,28.87
58,1,-5,165.2,0.3,-4.4,88.1,26.8215429447794,29.35
58,2,-5,165.21,-0.4,-1.2,85,27.5016811344423,29.53
58,3,-4.99,165.21,-1.3,-0.7,75.9,28.7210640293993,29.7
58,4,-5,165.21,-2.4,-0.2,79.8,28.6714320130737,29.84
58,5,-4.99,165.21,-0.3,-2,80.7,28.2814362761262,29.68
58,6,-5,165.21,3.4,1.7,84.1,27.4915440284032,29.56
58,7,-4.99,165.21,-3.4,-0.2,85.5,26.6119636302141,29.46
58,8,-4.99,165.2,-3.9,1.1,79.8,28.1318046835433,29.42
58,9,-4.99,165.21,-6.3,-0.1,85.9,27.3419917503838,29.33
58,10,-4.99,165.21,-2.4,-3.1,82.4,27.6013041523511,29.39
58,11,-5,165.2,-3.7,0,84.1,27.2111403483115,29.34
58,12,-5,165.2,-4.2,1.6,81.5,28.0916105243659,29.38
58,13,-5,165.2,-5.1,1.1,83.3,28.161359255533,29.46
58,14,-5,165.2,-3.9,-1,85.9,27.8917317091976,29.42
