"TEMP","PRES","DEWP","RAIN","WSPM","CO"
13,1009.3,-7.1,0,1.4,500
13.2,1008.6,-6.4,0,1.8,600
10,1008.5,-5.6,0,0.4,600
7.7,1008,-5.1,0,0.9,700
7.9,1007.7,-4.2,0,1.1,800
8.8,1008.2,-4.8,0,1.3,1200
10.3,1008.1,-4.5,0,1.1,1300
13.4,1008.3,-4.3,0,0.8,1500
15.7,1007.7,-4.3,0,0.9,1500
17.1,1007.1,-3.1,0,1,1200
18.4,1006.3,-5.7,0,1,1000
19.2,1005.5,-3.7,0,1.2,1200
20.1,1004.6,-4.3,0,1.1,1100
21.3,1003.9,-4.8,0,1.6,900
22,1003.5,-5,0,2.1,800
22,1003.7,-5.9,0,2.4,700
21.8,1004.2,-5.2,0,1.7,800
21.1,1004.9,-4.2,0,2.8,800
21.2,1006.4,-5.7,0,5.2,400
19,1008.5,-5.2,0,4.3,300
17.4,1010,-5.2,0,4.9,200
16.2,1011.2,-5.6,0,4.6,200
15.2,1011.4,-5.8,0,5.6,200
14.6,1012.6,-5.8,0,3.5,300
13.9,1012.7,-6.4,0,2.5,200
12.1,1012.2,-6.4,0,0.9,200
11.4,1012.1,-6.5,0,0.8,200
9.4,1012.4,-6.1,0,0.6,200
8.1,1012.7,-6.1,0,0.7,200
8.4,1013.8,-4.8,0,0.9,500
14.4,1014.4,-6.5,0,0.9,600
15.7,1014.6,-6,0,0.8,500
17.2,1014.2,-6.7,0,1.9,400
18.1,1013.2,-6.6,0,4.2,300
19.3,1012,-5.6,0,3.1,300
20.3,1011.1,-4.8,0,3.3,300
21.6,1009.8,-5.3,0,2.3,300
22.4,1008.8,-4.7,0,3.1,300
22.3,1008.4,-4.8,0,3.3,300
22,1008.2,-4.2,0,2.9,300
21.1,1008.5,-4.2,0,3.5,300
20.1,1009.2,-3.6,0,3.4,400
19.4,1010.1,-2.3,0,3.2,500
19,1010.7,-2.1,0,3.5,500
17.7,1011.5,-1.6,0,1.3,500
15.7,1012.4,-4.8,0,1.7,700
14.1,1012.9,-6.2,0,1.2,400
13.2,1013.3,-7,0,1.3,400
13.2,1013.8,-8.1,0,2.2,200
12.4,1014,-8.8,0,1.7,200
12.6,1014,-9.8,0,2.7,200
12.4,1013.9,-10.6,0,3,200
10.4,1014.7,-9.9,0,0.6,200
12.1,1015.2,-10.9,0,2.3,200
13.3,1015.8,-9.2,0,2.3,300
15.2,1015.8,-9.7,0,2.1,300
17,1015.6,-9,0,1.1,200
17.4,1014.7,-7.9,0,2,300
19.3,1013.5,-8,0,3.1,400
19.9,1012.4,-6.7,0,2.4,400
20.8,1011.1,-7.7,0,3,500
21.7,1009.9,-7,0,3.3,500
22,1008.9,-5,0,2.9,600
21.6,1008.4,-4.5,0,2.5,900
19.7,1008.5,-3.9,0,2.9,700
17.7,1008.7,-3.2,0,2.7,700
16.4,1009.2,-2.7,0,2.3,1100
15.2,1009.3,-2.3,0,2.2,1000
14,1009.2,-1.6,0,1.1,900
12.7,1009.2,-0.6,0,0.4,1000
10.9,1008.8,0,0,0.5,1100
9.3,1008.4,1,0,1.2,1400
9,1007.7,0.7,0,0.9,1300
8.6,1007.1,1.5,0,1.1,1500
8,1006.5,2,0,1,1500
7.7,1005.9,2.6,0,1.6,1400
7,1005.7,2.3,0,0.9,1500
8.9,1005.9,1.5,0,1.4,1600
10.8,1005.8,2.4,0,1.9,1900
12.8,1005.7,3.2,0,1.6,2500
14.5,1005.5,3.6,0,0.8,2600
15.7,1005.1,4.4,0,0.9,2600
17.9,1003.9,6.1,0,2.3,2500
19.3,1002.5,6.4,0,2.5,1700
20.6,1001.4,6.5,0,3,1400
22.2,1000.2,5.6,0,3,1400
22.6,999.7,6.4,0,3.1,1300
23,999,6.3,0,3.6,1300
22.6,998.7,5.9,0,1.6,1100
20.3,998.7,6.2,0,0.8,1200
19.3,999,6.7,0,1,1700
21.1,999.4,5.8,0,4.4,1000
20.4,998.8,6.3,0,3.4,600
19.9,998.4,6.6,0,3.6,500
19.5,999.1,6.9,0,2.8,600
18.6,998.8,7.4,0,1.7,700
18.1,998.3,7.5,0,1.7,700
17,999.3,7.6,0,0.7,700
16.4,998.6,7.9,0,1.1,800
15.6,999.3,7.9,0,0.7,800
13.8,1000.2,7.8,0,1.2,900
14.8,1001.6,8.5,0,0.9,900
17.7,1002.6,2.4,0,5.1,800
18.1,1003.7,-0.2,0,5.5,300
18.4,1004.3,-0.5,0,5.9,300
18.7,1005.1,-0.7,0,5.2,300
19.2,1005.2,-1.3,0,4.7,300
19.8,1005.5,-2,0,5.3,300
20.6,1005.1,-3.2,0,4.8,300
20.7,1005.3,-3.1,0,5.4,300
20.8,1005.7,-3.7,0,3.9,300
19.8,1005.8,-3.2,0,4.8,300
18.9,1006.6,-2.7,0,3.7,300
18.2,1008,-3.3,0,2.2,300
16.7,1009.3,-4,0,3.8,300
14.8,1010.7,-4,0,3.3,300
14.1,1010.8,-4.2,0,3.7,300
13.7,1011.5,-4.5,0,3,300
13.4,1012.5,-4.8,0,2.8,300
13.3,1012.7,-3.9,0,2.9,300
13.3,1013.6,-4.9,0,2.6,300
13.2,1014.1,-4.9,0,3.1,100
12.9,1015.4,-4.7,0,1.6,100
12.7,1015.8,-3.6,0,2.5,100
12.3,1015.7,-1.6,0,1.5,100
12,1016.3,-1.2,0,1,200
13.6,1016.9,-2,0,1.6,200
14.6,1017,-5.2,0,2.5,200
15.6,1017.2,-5.5,0,2.4,200
16.3,1016.7,-6.1,0,3.2,200
17.4,1016.1,-6.5,0,3.1,200
17.5,1015.8,-8.6,0,4.6,200
18.6,1014.8,-10.4,0,3.7,200
18.4,1014.3,-11.6,0,5.4,200
17.5,1014.3,-12.3,0,5.5,100
17.2,1015.1,-11.5,0,3.4,200
16.7,1015.8,-11.9,0,4,200
16.1,1016.6,-15.6,0,3.2,200
15.5,1017.6,-16.1,0,2.9,200
14.9,1018.7,-15.4,0,2.6,200
14.5,1019.3,-14.6,0,2.1,200
13.9,1019.9,-15.1,0,1.4,100
13.6,1020.1,-15.3,0,2.2,100
13.3,1020.2,-15.6,0,2.7,100
12.5,1020,-14.3,0,1.8,100
11.6,1019.7,-13.4,0,1.6,100
10.7,1019.8,-12,0,0.9,100
10,1020.1,-12,0,0.9,200
8.6,1020.4,-9.9,0,0.8,300
8.9,1021.1,-9.6,0,0,200
12.9,1021.1,-14,0,1.2,200
14.6,1021,-13.6,0,2.3,200
15.6,1020.4,-13.8,0,1.8,200
16.3,1019.5,-14.3,0,2.2,200
17,1017.9,-14.9,0,2.4,200
17.9,1016.6,-14.2,0,1.7,200
18.8,1015.3,-14.8,0,1.3,200
18.7,1014.2,-12.4,0,3,200
18.6,1013.5,-10.4,0,3.7,200
17.6,1012.7,-10.3,0,2.8,200
16.9,1012.8,-9.1,0,4.2,300
16.2,1012.7,-7.5,0,4.1,300
16,1013.2,-6.4,0,3.5,300
15.4,1013.1,-5.1,0,3.1,400
15,1012.6,-3.4,0,3,400
14.4,1012,-2.1,0,3.3,400
13.6,1011.7,-1.6,0,2.5,400
13.4,1011.3,-0.3,0,3,500
12.6,1010.7,0,0,1.7,400
11.8,1010.6,-0.1,0,1.6,400
9.8,1010.5,0.1,0,0.7,400
8,1010.4,0.7,0,0.4,500
7.6,1010.3,-0.4,0,1.6,500
8.2,1010.6,-0.8,0,0.9,600
11.2,1010.8,-0.6,0,0.7,700
13.4,1011,0.1,0,0.9,700
14.9,1010.5,-0.1,0,1,600
16.5,1009.7,-0.7,0,1.8,700
18.1,1008.4,1.1,0,2,700
19.3,1007.2,1.3,0,2.8,600
20,1006.1,1.4,0,1.9,500
20.9,1005.1,0.7,0,3.1,500
21.1,1004.4,0.8,0,3.8,400
20.6,1004.5,1.4,0,4.5,500
19.8,1004.9,1.2,0,3.9,500
18.9,1005,1.8,0,3,500
18.6,1005.5,2,0,4.4,600
18.1,1005.9,2.8,0,3.4,700
17.6,1006.2,3.8,0,3.8,700
17.4,1006,5,0,4.4,800
16.3,1006.2,5.3,0,2.7,900
15.6,1006.6,5.8,0,2.4,1100
14.3,1006.8,5.6,0,1,1100
11.9,1007.2,4.8,0,1.1,1100
9.6,1007.3,4.4,0,1.1,1000
8.6,1007.8,4,0,0.1,1000
7.9,1008.6,4.1,0,0.7,1100
10.3,1009.4,3.6,0,1.2,1100
13.3,1010,3.1,0,2,900
15.7,1010.2,4.4,0,2.8,900
17.1,1010.3,5.7,0,3.1,900
18.8,1009,5.9,0,3.5,1000
20.3,1008,6.2,0,3.4,1000
20.2,1007.1,5.8,0,5.5,1000
21.1,1006.1,5.8,0,2.7,900
21.6,1005.3,6.3,0,2.9,1000
18.7,1006.1,5.2,0,5,1100
17.3,1006.5,3.6,0,4.8,1000
16,1007.1,1.3,0,4.4,700
15.3,1008.3,-0.1,0,2.6,600
14.3,1009.3,-1.8,0,1.8,700
13.7,1009.7,-5,0,3.4,900
13.2,1009.8,-7,0,3.5,1100
12.5,1009.9,-6.5,0,2.8,1300
12,1009.6,-5.5,0,0.8,1400
10.4,1009.1,-5.2,0,0.5,1500
10.5,1008.6,-4.3,0,1.2,1800
10.8,1007.9,-3.7,0,1.3,2100
8.8,1007.4,-1.9,0,0.1,2200
8.4,1007.5,-1.4,0,0.8,2200
9.4,1007.7,0.8,0,0.4,2300
11.4,1007.7,-1.1,0,1.1,2500
12.1,1007.6,-0.1,0,1.5,2700
13.7,1007.1,2,0,1.3,2800
17.7,1004.1,5.9,0,2,2200
18.2,1002.8,7.6,0,2.1,1900
18.7,1001.6,8.9,0,2.5,1500
19.1,1000.8,10.1,0,2.8,1400
19.3,999.9,10.8,0,2.2,1300
19.2,1001.1,10.7,0,1.5,1300
18.6,1001.1,10.4,0,1.5,1400
17.6,1002.7,10,0,1.3,1400
16.3,1003.1,9,0,0.5,1800
15.6,1003.5,8.8,0,0.8,2000
14.3,1003.4,8.9,0,0.7,2300
13.1,1003.3,8.8,0,0.8,2400
12,1003.1,8.8,0,0.7,2600
11.4,1003.3,8.6,0,0.2,2600
10.5,1003.5,8.3,0,0.8,2700
10.1,1004.2,7.9,0,0.5,2700
10.5,1004.8,8.1,0,1.2,2700
10.3,1005.5,8.2,0,1,2800
11.1,1006.5,7,0,1,2300
17.8,1007.4,-5.5,0,3.5,700
19.1,1008.1,-6.6,0,4.2,300
20.2,1008.7,-4.9,0,2.9,300
21,1008.7,-6.7,0,2.8,200
21.9,1008.3,-5.9,0,2.9,200
23,1008,-6,0,4.5,200
23.5,1007.4,-6.5,0,3.7,100
23.6,1006.6,-6.5,0,5,100
23.4,1006.5,-7.7,0,5.9,200
23.1,1006.5,-7.9,0,5.4,200
22.2,1006.9,-8.6,0,4.9,200
21.4,1008.2,-9.2,0,3.2,200
20.5,1009.6,-9.9,0,3.3,200
19.5,1010.8,-10.7,0,2,200
18.4,1012,-13.8,0,1.8,200
16.7,1012.4,-16.4,0,3,200
15.5,1013.7,-20.3,0,3.4,100
14.7,1013.8,-19.3,0,3.5,200
12.2,1013.8,-19.8,0,1.4,100
11.3,1013.9,-18.2,0,1.5,200
12.2,1013.4,-18.6,0,1.5,200
12.9,1012.9,-19.3,0,3,300
13.2,1013,-19.1,0,2.4,300
13.7,1013.4,-17.5,0,1.8,400
15.8,1013.2,-15.8,0,1.2,500
17.9,1012.8,-13,0,2.4,400
19.6,1012.5,-12.9,0,2.8,300
20.8,1011.8,-8.7,0,3.3,200
21.3,1010.5,-11.6,0,4.3,300
22.1,1009,-12.3,0,4.1,200
22.8,1007.7,-10.5,0,5.5,200
23.2,1006.3,-11.5,0,5.2,300
23.6,1005.1,-9.8,0,5.1,300
23.3,1004.2,-8.9,0,5.2,300
22.6,1003.9,-8.3,0,4.5,300
22,1003.9,-7.7,0,4.6,400
21.2,1004.9,-4.1,0,5.9,400
20.1,1005.3,-1.7,0,4.4,500
19.2,1005.3,-0.8,0,4.2,600
18.3,1005,-0.5,0,3,600
17.3,1004.9,0,0,2.6,600
16.3,1005,0.4,0,1.2,700
15.1,1004.7,0.5,0,1.6,700
12,1004.4,1,0,0.5,800
9.8,1004.1,1.7,0,0.7,900
9.4,1004.2,2,0,0.9,900
8.2,1004.4,2.2,0,0.8,1000
11.9,1004.9,0.9,0,1,1200
15.1,1005.5,0.9,0,1.1,1300
18.1,1005.9,1.1,0,1.2,1100
22.4,1005.8,-1,0,1.4,1100
24,1005.7,-2.6,0,2.5,900
24.9,1004.9,-2.7,0,2.3,600
23,1004.6,6.3,0,5.7,800
21.7,1004.4,4.3,0,4.3,1100
20.7,1003.8,2,0,4.8,800
18.7,1004.2,-0.2,0,3.8,700
17.4,1005,-1.3,0,2.5,600
15.8,1005.5,-2.2,0,3.1,600
14,1006.8,-3.8,0,2.1,600
13,1008,-3.8,0,2.7,500
12.3,1009.1,-3.9,0,2.1,500
11.8,1010.2,-4.8,0,2.1,500
11.2,1010.9,-9.8,0,1.7,700
10.3,1011.6,-11.1,0,1.8,800
10,1011.9,-10.8,0,1.3,800
9.5,1011.7,-10.1,0,1.2,900
7.6,1011.9,-7.7,0,0.5,900
6.6,1011.9,-6.4,0,0,900
5.9,1011.8,-5.4,0,0.1,1100
5.2,1012.1,-4.1,0,0.2,1200
8,1012.8,-3.8,0,1.1,1200
12,1013.2,-5.5,0,0.9,1100
13.6,1013.7,-7.2,0,0.9,1000
15.2,1013.9,-5.8,0,1.2,1000
16.4,1013.7,-8,0,2.2,1000
17.2,1013.3,-7.4,0,2.3,900
18.1,1012.6,-7.4,0,2.3,900
18.8,1012.2,-6.8,0,2.5,800
19,1011.9,-6.6,0,2.7,800
18.8,1011.8,-6.1,0,2.3,800
18.5,1012,-6.3,0,2.9,1000
17.4,1012.4,-7.9,0,3.1,1300
15.4,1013.7,-7.5,0,2.5,700
13.5,1015.7,-11.9,0,5,500
11,1017.5,-5.9,0,2.3,500
10.4,1018.7,-6.9,0,2.5,500
9.7,1019.3,-5.1,0,2.5,400
9,1019.6,-4.2,0,1.4,500
7.7,1019.3,-3.8,0,1.1,500
6.5,1018.7,-2.9,0,1.2,600
6,1018.5,-2.4,0,1,600
5.2,1018.3,-2.9,0,1.3,600
6.9,1018.1,-5.1,0,2,700
6.6,1018.2,-6.4,0,2,600
7.5,1018.4,-5.9,0,1.5,500
8.8,1018.5,-5.1,0,2.1,700
9.8,1018,-5,0,2.5,600
10.7,1017.5,-6.6,0,2.8,500
11.3,1016.4,-7.1,0,2.8,500
12.2,1014.8,-7.3,0,3.1,500
13.3,1013,-6.9,0,3.5,400
14.2,1011.5,-6.7,0,3.6,500
14.7,1009.7,-5.2,0,3.1,500
14.8,1008.4,-5.1,0,3,600
14.5,1007.5,-5.3,0,3.3,700
12.9,1007.3,-4.7,0,3.8,600
11.6,1007.5,-3.4,0,3.1,600
10.7,1008.1,-2,0,3.8,600
10.2,1009.5,-1.5,0,2.3,600
9.8,1009.3,-1.3,0,2,600
9.5,1008.7,-0.4,0,1.5,700
9.3,1008.2,0.7,0,1.2,600
9.3,1007.4,1,0,0.9,700
9.5,1005.4,1.4,0,2.3,700
7.9,1005.5,3.9,0,1.2,700
7.4,1005.1,4.9,0.1,1.5,800
7.2,1004.5,4.3,0,1.4,800
6.3,1004,3.8,0,1.4,800
6.9,1004.5,3.9,0,1.5,900
8.3,1004.8,1.9,0,1.9,900
7.2,1005.5,4.5,1.6,1.4,800
8.2,1005.1,4.4,0.1,0.9,800
9.8,1004.7,4,0,1.4,800
10.9,1003.7,5.2,0,1.7,800
12.6,1002.7,6,0,1.3,800
15.3,1001.9,6.6,0,1,800
17.5,1000.7,5.7,0,1.7,700
17.8,1001.3,5.7,0,2.7,700
17.7,1000.9,5.9,0,3.3,700
17,1000.7,5.6,0,2.5,700
15.9,1001.1,6,0,1.3,700
14.7,1002,6,0,0.9,700
14.4,1002.6,5.7,0,1.1,800
14.4,1002.8,5.5,0,1.2,900
12.7,1002.5,5.8,0,1.2,900
11.8,1002.6,6.3,0,1.6,1000
11.6,1002,6.1,0,1.6,1100
11.3,1001.4,6.2,0,1.1,1100
8.9,1001.1,6.3,0,1.4,1100
8,1000.7,6.5,0,0.8,1200
7.8,1000.9,6.6,0,0.7,1300
7.9,1000.6,7,0,1.1,1500
8.9,1000.8,7.8,0,1,1900
10.9,1000.7,8.6,0,0.8,2300
12.5,1000.3,8.4,0,1.2,2100
14.2,1000.4,8.6,0,1.3,2200
16.2,999.5,8.7,0,1.6,2100
18.4,998.7,8.9,0,1.2,2300
21,997.9,7.9,0,2.2,2000
23.5,996.9,7.1,0,2.2,1700
25.3,996.5,1.4,0,2.6,1100
26.3,996.8,-6.5,0,3.8,800
25.4,997.5,-7.2,0,5,300
24.8,998.3,-7.7,0,3.6,300
23.3,999.7,-8.9,0,3.1,300
22.6,1001.5,-8.3,0,2.5,300
21.8,1003,-8.9,0,3,300
21.2,1004.1,-9.4,0,2.8,300
19.9,1004.8,-8.4,0,1.4,200
14.9,1005.7,-4,0,1.3,300
17.6,1005.9,-7.8,0,2,400
15.6,1006.6,-8.7,0,1.5,200
17.2,1007.4,-8.1,0,3.6,200
16.5,1008,-5.9,0,1.8,200
14,1009.4,-4.7,0,1.8,200
12,1010.5,-3,0,1,200
14.4,1012,-1.3,0,1.4,300
16.2,1012.7,-2.8,0,3.1,300
17.4,1012.8,-3.4,0,4.1,200
18.7,1013.1,-6.1,0,4.1,200
19.8,1013.2,-6.8,0,2.9,200
20.4,1012.6,-9,0,2.1,200
21.7,1011.6,-7,0,2.2,200
22.4,1010.9,-4.7,0,3,200
22.8,1009.9,-4.4,0,2.8,200
22.8,1009.4,-5.2,0,3.1,200
22.7,1009.2,-5.3,0,2.9,200
21,1009.2,-0.9,0,3.6,600
18.9,1009.9,-1.6,0,3.4,800
17.1,1010.9,-1.6,0,3.1,600
16,1011.8,-1.6,0,2.8,400
14.6,1012.5,-1.1,0,1.7,400
13.2,1012.6,-0.1,0,2.2,400
12.3,1012.5,0.1,0,1.6,700
10.8,1012.1,0.5,0,1.6,800
10.4,1011.5,0.4,0,2,500
10,1011.3,0.3,0,1.1,500
9.8,1010.7,0.4,0,0.8,900
8.1,1010,0.8,0,0.8,1200
7.3,1009.7,1.4,0,0.7,1500
10.2,1010.1,3,0,0.9,1600
13.2,1010,-1.2,0,1,1700
14.2,1009.7,-1.5,0,0.9,1800
15.7,1009.5,-1.9,0,1.8,1700
16.8,1008.6,-0.9,0,1.7,1500
18.6,1007.5,0.2,0,1.5,1500
20,1006.5,0.4,0,1.3,1600
20.6,1005.2,1.4,0,2.5,1600
21.6,1004.3,3.3,0,2.2,1300
21.4,1003.9,3.6,0,2.1,1000
21.4,1003.9,5.3,0,2.8,900
21.4,1003.9,5.3,0,1.8,900
20.4,1004.5,5.6,0,1.1,1000
19.5,1005.6,2.4,0,1.6,1500
19.4,1006.3,4.3,0,3.4,1400
18.2,1006.7,6.1,0,3.8,500
16.9,1006.5,7,0,3.5,400
15.5,1007.5,8.7,0.1,2.8,400
14,1007.2,9.6,0.9,3,400
13.3,1006.7,9.2,1.1,2.7,300
13,1005.8,9.4,0.5,0.8,300
12.7,1005.3,10.4,0.3,1,300
12.7,1004.8,9.7,0.1,1.2,300
12.9,1004.7,9.2,0,1.6,400
13.6,1004.8,9.2,0,1.2,400
15.4,1005.1,-2.6,0,2.4,400
15.6,1005.2,-2.9,0,3.6,300
15.8,1005.3,-2.2,0,4.6,300
16.2,1005.6,-3.4,0,5.6,300
17.1,1005.1,-3.7,0,5.1,300
17.2,1004.9,-3,0,5.7,200
17.7,1004.2,-3.2,0,5.5,200
18,1003.8,-3.5,0,4.9,200
18.3,1003.5,-4.4,0,5.7,200
18,1003.6,-4.7,0,5.8,200
17.4,1004.1,-5.2,0,5,200
16.4,1005.1,-5.4,0,4.5,200
15.8,1006.5,-4.8,0,4.1,200
15.1,1007.4,-4.3,0,4.1,200
14.9,1007.6,-6.1,0,3.4,200
14.2,1007.9,-6.1,0,2.5,300
13.9,1008.2,-6.9,0,3.8,200
13.7,1007.7,-7.7,0,2.8,200
13.7,1007.3,-8.9,0,3.4,200
13.6,1007.2,-9,0,3.7,200
13.5,1006.8,-9.7,0,3.7,200
12.9,1006.8,-9.6,0,2.7,200
12.8,1007.2,-9.6,0,3.2,200
13.5,1007.3,-9.1,0,3.4,200
14.6,1007.6,-9.5,0,4.6,300
15.4,1007.7,-9.6,0,6.8,200
16.5,1007.6,-7.9,0,4.7,200
17.2,1007.7,-8.1,0,4.7,200
17.9,1007.3,-7.5,0,5.2,200
18.2,1006.5,-7.3,0,5.1,200
18.3,1006.2,-6.5,0,4.2,200
19.2,1005.7,-8.1,0,4,200
19.1,1005.2,-11,0,4.8,200
19.2,1004.9,-12,0,3.3,200
18.5,1005,-10.5,0,3,200
16.8,1005.3,-10.9,0,2.5,300
16.5,1005.4,-9.5,0,2.3,300
16.4,1006.9,-8,0,4,300
13.4,1008.3,-1,0,6,300
12.9,1008.1,-0.7,0,2.2,300
12.3,1008.2,-1.6,0,1.7,300
12,1008.1,-1.2,0,3.2,300
11.7,1007.8,-1.1,0,1.9,300
11.4,1007.7,-1.1,0,4,200
10.9,1007.8,-1.5,0,3.4,300
10.6,1007.8,-2.5,0,3.4,300
10.4,1008.1,-3,0,2.5,300
11.5,1008.6,-3.5,0,2,300
12.8,1009.4,-4.8,0,1.7,300
14.4,1009.7,-4.4,0,1.7,300
14.6,1010.2,-5.8,0,2.7,200
16.1,1010,-5.7,0,3.1,200
16.4,1009.6,-7.3,0,3.7,200
18,1009.2,-6.7,0,3.2,200
18.7,1008.6,-8.5,0,3.5,100
19.3,1008.3,-8.9,0,3.7,100
19.8,1007.7,-9.5,0,3.5,100
19.4,1007.6,-10.8,0,3.3,100
18.6,1008.1,-11.4,0,1.6,200
17.5,1008.7,-9.5,0,1.7,200
17.2,1009.9,-8.1,0,1.9,300
16.6,1011,-6.5,0,2.1,300
16.3,1011.4,-6.7,0,2.7,400
16,1011.6,-7,0,2.8,300
15.1,1012,-7.1,0,2.9,300
14.6,1012.3,-5.8,0,2.1,300
14.5,1012.3,-4.8,0,3.9,300
13.1,1012.6,-4.1,0,2.1,400
10.7,1012.9,-2,0,2.1,400
9.2,1012.9,2.1,0,2.5,1000
8.9,1013.4,2.7,0,1.9,1900
10.2,1013.9,2.8,0,1.4,2300
10.7,1014.7,3,0,2,2300
11.8,1014.7,3.3,0,1.4,2300
13.1,1014.4,3.5,0,2.2,2000
13.6,1014.4,1.9,0,2.2,1800
13.3,1013.2,3.4,0,2.1,1600
13.9,1012.6,4.5,0,1.9,1900
14.8,1011.9,4.5,0,2,2100
14.7,1010.9,4.9,0,2.6,1900
14.8,1010.3,5.3,0,2,1800
14.5,1009.8,5.6,0,1.7,1900
14.3,1009.8,5.1,0,2,1600
14.2,1010.3,5.3,0,2.2,900
14.1,1011.4,4.9,0,1.5,700
13.8,1012.4,3.3,0,1.9,1000
13.6,1012.1,3.4,0,1.5,1000
13.3,1011.5,3.6,0,0.8,1000
13,1012.1,4.4,0,2.2,1000
11.7,1011.1,4.2,0,1.4,900
11.1,1011.1,4.5,0,1.2,900
11.2,1010.9,4.4,0,1.1,700
11,1010.8,4,0,1.6,600
10.5,1010.8,3.7,0,1.4,600
10.9,1011.1,3.9,0,1.2,600
12.4,1011.3,4.1,0,1.1,700
14.8,1011.2,4.2,0,2.1,700
17.3,1010.8,4.6,0,2.3,900
19.8,1010.2,4.7,0,2,1000
22.2,1009.1,4.3,0,1.5,900
24.2,1007.9,1.7,0,1.3,800
25.6,1006.5,-2.1,0,2.1,400
26.2,1005,-0.8,0,1.6,300
26.4,1004,-2.3,0,2.3,300
26.2,1003.6,-1.6,0,2.3,400
24.9,1003.6,-1.1,0,3.8,400
22.7,1003.9,2.2,0,3.6,600
22.1,1004.1,1.7,0,3.9,600
21,1004.3,2.3,0,2.7,700
20.5,1004.1,4.1,0,3.1,700
20.4,1003.6,3.1,0,3,700
18.5,1003.2,3.5,0,1.1,700
14.8,1002.8,4.8,0,0.9,800
13.1,1002.3,5.3,0,0.5,1000
12.4,1001.8,5.5,0,1.5,1000
10.6,1001.3,6,0,0.9,1200
9.7,1001,5.7,0,1.3,1200
9.9,1000.6,7.1,0,1.4,1100
11.7,1000.5,8.4,0,1.4,2000
14.3,999.9,8.9,0,1.1,2400
16.7,999.4,8.4,0,0.9,2300
19.3,998.8,8.6,0,1.2,2100
22.3,998,7.3,0,2,1800
25.4,997,6.6,0,1.8,1700
29.8,995.7,3.7,0,1.6,600
30.2,994.8,-0.3,0,1.9,400
30.2,994.9,-3.5,0,4,400
28.9,995.4,-3.4,0,5.2,300
27.5,996.2,-4.5,0,5.5,300
25.8,997.3,-5.8,0,4.2,300
23.7,999.4,-9.8,0,2.1,200
22.2,1001,-12.2,0,2,200
21,1001.6,-13.1,0,1.9,200
20.2,1002.4,-13.8,0,1.6,200
18.3,1003.7,-12.7,0,2.3,100
17.9,1003.6,-14.2,0,1.3,200
17.3,1003.4,-12.4,0,1.8,100
15.9,1003.5,-11.6,0,1.2,200
13.3,1003.4,-9.9,0,1,100
17.5,1003.4,-12.3,0,4.1,100
17.2,1003.9,-13.6,0,3.7,200
18.1,1004.8,-9.9,0,1.5,200
19.1,1005.5,-12.1,0,3.4,200
19.4,1006.1,-13.1,0,3.8,200
20.1,1006.1,-13.8,0,3.5,100
21.2,1006.1,-11.7,0,3,100
21.9,1005.8,-12.5,0,2.4,200
23.3,1005.2,-11.4,0,3.6,200
23.8,1004.9,-11,0,6.1,100
24.4,1004,-10.6,0,6.3,200
24.7,1003.2,-10.3,0,5.5,200
24.3,1003.5,-10.6,0,5.2,200
23.8,1003.5,-12.5,0,4.4,200
22.4,1004.4,-10.8,0,1.8,200
20.9,1005.4,-11.9,0,1.4,300
18,1006.6,-9.1,0,1.4,300
17.2,1007.3,-9.7,0,1.1,400
14.8,1007.5,-8,0,1.5,400
16.3,1008.5,-11.3,0,1.8,500
13.1,1009.4,-7.6,0,0.8,300
11.4,1009.7,-7.5,0,1,200
13.2,1009.7,-12.1,0,1.7,200
12.3,1010,-12.9,0,1.4,200
10.2,1010.6,-8,0,1.1,200
9.3,1011.1,-6.6,0,0.9,200
12.8,1011.8,-9.6,0,1.5,200
15.2,1012.3,-9.7,0,1.6,300
17.2,1012.3,-10.6,0,2,200
18.1,1012,-10.8,0,2.7,200
18.3,1011.7,-11.6,0,2.3,100
19,1011,-11.1,0,1.7,200
20,1010.3,-11.4,0,1.9,100
21.4,1009.6,-10.3,0,2.1,200
21.2,1009,-11.7,0,3.5,200
21.2,1008.5,-7.4,0,3.4,200
20.4,1008.5,-9,0,3.1,200
19.9,1008.3,-9.4,0,2.5,300
19.2,1008.6,-9,0,2.7,300
18.4,1009.1,-8.7,0,2.4,500
17.8,1010,-6.9,0,2.9,600
16.6,1010.4,-6.5,0,2.4,700
15.2,1010.4,-6.4,0,1.9,500
12.9,1010.4,-5.2,0,1.1,600
11.3,1010.3,-4,0,1.4,900
10.8,1010,-3.7,0,1,1000
8.5,1009.9,-1.9,0,1.2,700
7.1,1009.6,-0.6,0,1.2,700
7.6,1009.4,-0.9,0,0.9,900
6.8,1009.3,-0.2,0,0.7,800
11.4,1009.5,0.5,0,0.7,700
12.9,1009.2,0.6,0,1.2,700
15.3,1008.8,1,0,1.1,900
17.1,1008.3,1.1,0,1.5,900
18.9,1007.7,0.5,0,2.1,800
21,1006.6,-0.9,0,2.2,600
22.3,1005.3,0.7,0,3.5,600
23,1004.3,1.9,0,4.2,600
23.7,1003.4,4.1,0,4.5,800
23.9,1002.8,6.6,0,4,900
24.2,1002.4,8.6,0,4.5,900
24.1,1003.3,10.4,0,2.9,1200
23.9,1002.4,10.9,0,3.8,1300
23.5,1003.2,11.5,0,2.9,1100
